O,E,1,1.5,1,1.5,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,B5,9,24,2,E,B7,9,24,20,O,D3,9,32,30,E,F8,8,40,38,O,C5,8,48,46,E,F7,2,52,46,O,G5,1,34,66,E,F3,9,14,104,O,B6,2,16,106,E,G8,1,24,100,O,H5,5,54,80,E,E2,8,54,96,O,G4,8,62,104,E,E3,5,100,76,O,C2,1,118,60,E,H6,5,110,78,O,C4,5,92,106,E,D7,2,94,108,O,G2,2,96,110,E,E7,1,68,140
O,E,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,E2,9,24,2,E,C8,1,26,2,O,G7,1,28,2,E,B8,8,36,10,O,C7,2,40,10,E,F3,9,48,20,O,C6,8,64,20,E,D2,5,54,40,O,G6,5,44,60,E,H4,2,46,62,O,G4,1,50,60,E,G2,1,58,54,O,F8,2,60,56,E,E7,2,64,56,O,C4,8,72,64,E,B2,8,80,72,O,D3,5,82,80,E,H2,5,66,106,O,B7,9,86,104,E,F7,9,130,78
O,E,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,E8,9,24,2,E,D3,1,24,4,O,C7,2,24,8,E,G2,2,24,12,O,H6,8,32,20,E,F8,2,36,20,O,H7,1,48,10,E,C8,9,48,28,O,G4,2,50,30,E,F7,8,66,30,O,C4,5,52,54,E,G3,9,64,60,O,B8,1,86,40,E,B6,8,102,40,O,E2,8,110,48,E,F3,1,110,50,O,E3,9,80,98,E,C3,5,126,62,O,D8,5,112,86,E,E7,5,134,74
O,E,1,1.5,1,1.5,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,H5,9,24,2,E,G4,9,32,12,O,D8,2,34,14,E,E7,1,38,12,O,H4,1,40,12,E,C5,1,30,24,O,G6,1,20,36,E,C6,5,26,40,O,D7,5,22,54,E,H3,2,22,58,O,G5,5,54,36,E,F8,8,62,44,O,D3,9,90,34,E,H6,2,92,36,O,F2,2,94,38,E,H2,5,120,22,O,E3,8,136,22,E,B6,8,144,30,O,B3,8,152,38,E,C3,9,140,68
E,O,2,1.5,2,1.5,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,H8,8,4,20,O,F3,9,12,30,E,H4,5,24,28,O,F8,2,24,32,E,C7,2,24,36,O,C2,8,24,52,E,B4,8,24,68,O,E8,5,46,56,E,D2,9,62,58,O,F7,8,62,74,E,E7,1,66,72,O,E3,5,70,78,E,G6,5,74,84,O,B6,1,90,70,E,C3,1,116,46,O,D3,2,118,48,E,H7,9,94,90,O,C8,1,68,118,E,G3,2,72,118,O,D7,9,122,86
E,O,2,1.5,2,1.5,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,B5,2,4,8,O,G3,1,6,8,E,F3,2,10,8,O,C7,2,10,12,E,G4,1,8,16,O,H2,9,26,16,E,B4,1,32,12,O,B7,2,34,14,E,G2,9,36,30,O,B6,1,30,38,E,D8,5,34,44,O,H3,5,22,66,E,F8,5,14,84,O,E7,9,38,78,E,G5,9,40,94,O,F2,5,76,68,E,G6,8,76,84,O,E3,8,84,92,E,D3,8,84,108,O,C5,8,92,116
E,O,2,1.5,2,1.5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,C8,8,4,20,O,E8,8,4,36,E,C7,8,4,52,O,C4,2,6,54,E,B6,2,8,56,O,E3,8,8,72,E,F7,5,20,70,O,H2,5,30,70,E,H8,9,50,68,O,G7,9,46,90,E,C6,9,70,84,O,H5,9,104,68,E,G8,1,70,104,O,G6,2,70,108,E,B5,1,62,118,O,G3,5,92,98,E,G4,5,72,128,O,H7,1,72,130,E,F3,2,74,132,O,F2,1,78,130
O,E,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,H5,9,24,2,E,E3,5,36,0,O,G4,8,44,8,E,C5,2,46,10,O,B6,5,50,16,E,D7,8,58,24,O,F3,5,52,40,E,H6,9,58,52,O,G6,2,60,54,E,F7,5,84,40,O,H8,1,104,22,E,C4,9,106,38,O,D2,9,106,56,E,F2,1,86,78,O,G5,2,88,80,E,H2,1,80,90,O,C2,8,96,90,E,B8,8,112,90,O,E7,1,92,112,E,H3,2,92,116
E,O,2,1.5,2,1.5,1,2,1.5,1.5,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,C8,8,4,20,O,E8,9,32,10,E,E3,9,30,30,O,G4,2,32,32,E,H4,9,38,44,O,C4,1,60,24,E,G3,2,62,26,O,G5,9,86,20,E,D3,1,74,34,O,C6,8,90,34,E,B6,5,86,48,O,D2,5,98,46,E,C7,2,100,48,O,C5,2,104,48,E,H5,5,82,80,O,C2,1,56,108,E,H2,1,78,88,O,C3,5,122,54,E,B7,8,130,62,O,E2,8,138,70
E,O,2,1.5,2,1.5,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,E8,8,4,20,O,H8,1,14,12,E,C5,9,34,10,O,F3,8,42,18,E,H6,1,40,22,O,B5,9,38,42,E,F8,5,20,70,O,C6,1,14,78,E,G5,1,36,58,O,B8,5,46,58,E,B4,9,68,54,O,B6,9,42,98,E,F2,2,42,102,O,E3,2,42,106,E,G4,5,56,102,O,G3,2,56,106,E,G6,2,56,110,O,D2,5,62,114,E,D7,8,62,130,O,E7,8,62,146
O,E,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,B8,5,14,4,E,D2,2,16,6,O,B4,2,20,6,E,F2,1,22,6,O,F3,1,26,4,E,H8,8,34,12,O,C8,8,42,20,E,D3,1,38,26,O,C7,1,48,18,E,H7,5,60,16,O,C3,2,62,18,E,C4,9,48,50,O,C2,9,74,42,E,G3,5,88,38,O,G7,5,94,42,E,C6,9,64,90,O,F7,9,50,122,E,B3,8,66,122,O,G6,8,66,138,E,B6,2,68,140
O,E,1,1.5,1,1.5,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,B5,9,24,2,E,C5,2,26,4,O,E3,5,38,2,E,H2,5,48,2,O,G7,2,48,6,E,H5,5,30,34,O,C4,5,36,38,E,E7,1,32,44,O,H4,1,50,28,E,F7,9,46,50,O,D3,9,40,74,E,G8,9,60,72,O,G5,8,68,80,E,F3,8,68,96,O,B3,1,82,84,E,B8,2,84,86,O,G3,8,100,86,E,D8,1,100,88,O,B2,2,102,90,E,B4,8,110,98
E,O,2,1.5,2,1.5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,H5,8,4,20,O,G4,9,12,30,E,E2,5,24,28,O,C4,8,24,44,E,G2,9,10,76,O,H4,5,46,50,E,C7,5,64,42,O,C2,5,70,46,E,C5,1,100,18,O,C3,1,82,38,E,E8,2,84,40,O,B8,2,84,44,E,H6,1,70,60,O,E7,8,86,60,E,D3,8,102,60,O,D7,9,80,100,E,B6,9,102,96,O,C8,1,128,72,E,G5,2,130,74,O,E3,2,134,74
O,E,1,1.5,1,1.5,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,B5,9,24,2,E,E8,8,24,18,O,F3,1,24,20,E,C5,9,22,40,O,D8,1,30,34,E,F2,1,34,32,O,G5,9,72,12,E,H7,9,90,12,O,H3,8,106,12,E,G3,1,88,32,O,D2,5,94,36,E,D7,5,78,62,O,G8,2,80,64,E,C4,8,96,64,O,G4,2,98,66,E,C7,2,100,68,O,G7,8,100,84,E,B8,2,104,84,O,E3,5,134,64,E,C2,5,126,82
E,O,2,1.5,2,1.5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,B8,8,4,20,O,C6,8,12,28,E,D2,9,20,38,O,E3,2,20,42,E,C5,2,20,46,O,E2,2,22,48,E,F2,5,10,70,O,D7,9,38,60,E,F3,2,38,64,O,G4,5,42,70,E,C7,5,48,74,O,F8,1,66,58,E,B5,9,96,46,O,B4,1,86,58,E,G8,1,72,74,O,H6,8,80,82,E,C3,8,88,90,O,H2,9,130,66,E,D3,1,124,74,O,E7,5,154,54
E,O,2,1.5,2,1.5,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,G8,8,4,20,O,C6,9,12,30,E,C5,9,14,46,O,C4,2,16,48,E,H4,2,18,50,O,D7,9,26,60,E,E7,5,24,72,O,G5,5,26,80,E,C3,9,64,60,O,H3,8,72,68,E,C8,8,80,76,O,G3,5,50,116,E,E2,5,48,128,O,D8,1,76,102,E,B5,1,94,86,O,E3,2,94,90,E,H7,1,120,66,O,C2,8,136,66,E,B6,2,138,68,O,G6,1,170,38
O,E,1,1.5,1,1.5,1,1,2,1,1,1,1,1.5,1.5,1,2,2,2,2,2,2,2,2,1,2,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,E8,5,16,2,E,H3,2,16,6,O,B2,8,16,22,E,G2,5,34,14,O,E3,2,36,16,E,B6,8,44,24,O,G3,5,48,30,E,C6,5,44,44,O,F7,8,52,52,E,D3,8,68,52,O,D2,9,46,92,E,G5,1,60,80,O,H8,1,58,84,E,F2,2,60,86,O,G7,9,66,98,E,D7,1,68,98,O,B3,2,70,100,E,C5,9,62,126,O,G6,1,98,92,E,F8,9,102,106
E,O,2,1.5,2,1.5,1,1,1,1,1.5,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,H2,8,4,20,O,C2,2,4,24,E,B4,5,8,30,O,G4,8,8,46,E,G5,9,36,36,O,D3,9,44,46,E,D7,2,44,50,O,G7,9,38,74,E,C8,9,58,72,O,G2,5,104,36,E,E3,5,102,48,O,D8,1,106,46,E,B6,1,100,54,O,C4,2,102,56,E,H7,1,100,60,O,E2,8,116,60,E,H3,2,118,62,O,G6,1,90,92,E,E7,8,98,100,O,C5,5,74,134
O,E,1,1.5,1,1.5,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,H5,9,24,2,E,H7,5,20,16,O,E7,5,22,24,E,D3,2,24,26,O,C4,1,24,28,E,D8,1,22,32,O,B6,2,24,34,E,B4,9,46,30,O,C5,5,34,52,E,C3,5,52,44,O,H2,8,52,60,E,G6,1,50,64,O,D7,8,50,80,E,H8,8,58,88,O,E3,2,62,88,E,F8,9,52,116,O,G7,1,70,100,E,F2,2,70,104,O,B2,9,78,114,E,F7,8,86,122
O,E,1,1.5,1,1.5,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,B5,9,24,2,E,B4,9,14,30,O,D7,1,14,32,E,G3,2,14,36,O,G5,8,22,44,E,C8,8,22,60,O,B6,8,30,68,E,D8,1,42,58,O,F3,2,44,60,E,E3,8,44,76,O,H3,5,66,64,E,H2,1,62,70,O,H7,1,68,66,E,B3,5,82,62,O,C3,9,130,32,E,C4,2,132,34,O,E7,2,132,38,E,F2,5,128,52,O,C5,5,90,100,E,C6,9,114,94
O,E,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1.5,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,E8,9,24,2,E,F8,2,28,2,O,F7,8,36,10,E,C4,8,44,18,O,B3,1,46,18,E,G8,2,48,20,O,C6,2,50,22,E,F3,1,38,36,O,B7,2,40,38,E,G3,9,62,34,O,G4,9,42,72,E,C7,9,80,52,O,E3,1,58,76,E,H2,8,58,92,O,B8,5,42,118,E,D2,1,50,112,O,D3,5,74,98,E,G6,5,96,86,O,H8,8,96,102,E,E2,5,104,104
E,O,2,1.5,2,1.5,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,H8,8,4,20,O,B4,5,8,26,E,H7,9,34,18,O,B3,8,42,26,E,C5,2,42,30,O,E3,2,42,34,E,C8,5,62,24,O,C6,1,54,34,E,H2,1,38,52,O,G2,9,46,62,E,D8,1,32,78,O,G4,5,34,86,E,D3,5,56,74,O,C2,2,56,78,E,G6,8,56,94,O,G5,9,100,68,E,F7,9,90,96,O,E7,8,90,112,E,F8,2,90,116,O,D7,1,110,98
E,O,2,1.5,2,1.5,1,1,1,1,1.5,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,E2,8,4,20,O,G5,2,4,24,E,E8,2,4,28,O,D8,5,10,32,E,D7,5,26,26,O,H5,2,26,30,E,G4,2,28,32,O,C4,8,36,40,E,F7,1,30,48,O,E3,1,44,36,E,H3,9,54,44,O,B4,1,44,56,E,F3,9,74,44,O,C6,9,90,46,E,G6,5,114,32,O,H2,8,122,40,E,E7,1,116,48,O,H4,9,118,64,E,G2,8,126,72,O,B7,5,118,90
O,E,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,H5,9,24,2,E,D7,1,24,4,O,C4,8,32,12,E,C5,8,40,20,O,C3,1,58,4,E,G8,2,58,8,O,B8,5,70,6,E,H6,9,60,34,O,C2,2,62,36,E,G5,5,50,58,O,E2,5,64,54,E,D3,1,66,54,O,B2,8,82,54,E,E3,9,86,68,O,H7,2,88,70,E,E8,2,90,72,O,G6,1,94,70,E,C6,8,110,70,O,H4,9,130,68,E,C7,5,100,108
O,E,1,1.5,1,1.5,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,B5,5,16,2,E,B7,2,18,4,O,H6,8,26,12,E,F2,5,30,18,O,C5,2,32,20,E,G5,1,24,30,O,H3,2,24,34,E,G7,8,32,42,O,D8,1,32,44,E,H2,2,34,46,O,H4,9,54,44,E,B2,5,40,68,O,C4,9,70,56,E,C6,1,50,78,O,F7,1,68,62,E,D3,9,90,58,O,F8,8,106,58,E,E7,8,114,66,O,G6,5,120,70,E,E3,9,128,80
E,O,2,1.5,2,1.5,1,1,1,1,1,1.5,1,1,1,1,1,2,2,2,2,2,2,1,1,1,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,H2,8,4,20,O,B8,1,6,20,E,F2,2,8,22,O,F7,2,10,24,E,B4,2,14,24,O,C3,5,24,24,E,E3,5,26,32,O,D3,2,28,34,E,C4,1,20,44,O,H8,8,28,52,E,G5,8,28,68,O,H5,9,72,42,E,C2,1,90,26,O,E7,9,94,40,E,C6,5,86,58,O,B6,8,94,66,E,F3,9,110,68,O,B2,5,88,100,E,G3,9,84,122,O,D8,1,72,136
O,E,1,1.5,1,1.5,1,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,B5,9,24,2,E,G5,5,18,18,O,F8,5,22,24,E,D2,8,30,32,O,H4,9,38,42,E,C6,9,46,52,O,G6,8,54,60,E,C4,8,62,68,O,C7,8,70,76,E,B3,9,70,94,O,G3,5,48,126,E,D3,5,58,126,O,D7,2,58,130,E,E3,2,60,132,O,B8,1,74,120,E,G2,2,74,124,O,E7,1,90,110,E,D8,1,114,88,O,F2,2,114,92,E,H3,1,84,124
O,E,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,B5,9,24,2,E,H8,9,42,2,O,F2,5,46,8,E,D8,2,50,8,O,G4,1,50,10,E,G6,1,48,14,O,H6,2,50,16,E,C6,5,64,12,O,G5,1,56,22,E,E7,1,60,20,O,C5,9,76,22,E,F7,8,84,30,O,B4,5,82,42,E,F8,9,94,48,O,B7,2,96,50,E,H3,8,104,58,O,D7,8,120,58,E,H2,2,124,58,O,E3,8,132,66,E,G3,5,150,58
O,E,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,H5,9,24,2,E,G6,5,28,8,O,C6,1,36,2,E,G5,8,52,2,O,C4,5,50,14,E,H3,9,50,32,O,B3,8,58,40,E,F8,1,58,42,O,D2,2,60,44,E,B7,2,60,48,O,F2,1,66,44,E,D3,2,70,44,O,H8,5,92,32,E,C5,5,84,50,O,E3,2,86,52,E,E8,1,98,42,O,E7,8,106,50,E,F7,9,122,52,O,H4,9,114,78,E,F3,8,122,86
E,O,2,1.5,2,1.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,E,E4,1,2,0,O,E6,1,2,2,E,D5,1,4,2,O,F5,1,4,4,E,B2,8,4,20,O,H2,1,14,12,E,B8,9,40,4,O,F8,8,56,4,E,H6,2,60,4,O,G6,9,66,16,E,D2,9,56,44,O,H5,2,58,46,E,C6,1,72,34,O,C5,9,84,40,E,F3,5,80,54,O,C3,5,90,54,E,D7,5,110,44,O,B7,5,88,76,E,C7,2,90,78,O,G3,1,92,78,E,F2,1,126,46,O,D3,2,130,46,E,B4,8,138,54,O,C4,8,154,54
O,E,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2,1.5,2,2,1,1,1,1,1,1,1,1,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,E2,5,16,2,E,F7,5,20,8,O,D3,2,22,10,E,G4,1,22,12,O,E3,8,30,20,E,F2,8,38,28,O,D8,1,36,32,E,B8,5,40,38,O,B5,5,42,46,E,E7,2,46,46,O,G6,9,44,66,E,C5,9,46,82,O,B6,1,68,62,E,H8,1,76,56,O,G5,9,120,30,E,C6,2,124,30,O,C4,8,132,38,E,H4,9,150,38,O,D2,2,152,40,E,G2,8,168,40
O,E,1,1.5,1,1.5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,E8,9,24,2,E,D7,9,32,12,O,B3,2,32,16,E,D2,2,32,20,O,E7,2,36,20,E,H2,2,36,24,O,B8,5,34,36,E,G6,5,38,42,O,F3,8,46,50,E,G2,8,54,58,O,G4,9,40,90,E,F2,1,44,88,O,C4,8,44,104,E,C3,9,80,86,O,C8,1,78,90,E,C6,1,104,66,O,C7,5,74,106,E,H7,5,102,88,O,B2,1,82,110,E,G3,8,90,118
O,E,1,1.5,1,1.5,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,O,E4,1,2,0,E,E6,1,2,2,O,D5,1,4,2,E,F5,1,4,4,O,E2,9,24,2,E,C5,2,24,6,O,F3,5,28,12,E,C2,1,22,20,O,C3,1,14,30,E,H4,5,18,36,O,B2,2,18,40,E,G4,8,18,56,O,H6,8,34,56,E,G3,9,66,42,O,E3,1,40,70,E,F8,5,56,64,O,G6,2,60,64,E,C7,2,60,68,O,D3,9,84,62,E,G8,9,60,104,O,D7,8,60,120,E,D8,1,94,88,O,B6,5,90,102,E,B5,8,98,110
